Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	EFAU004_02300		2337608	162	hypothetical protein	47	EFAU004_02300.fasta	
	EFAU004_02301		2337766	1026	Sua5/YciO/YrdC/YwlC family protein	239	EFAU004_02301.fasta	
	EFAU004_02303	prfA	2339817	1074	peptide chain release factor 1	221	EFAU004_02303.fasta	
	EFAU004_02304	tdk	2340893	585	thymidine kinase	124	EFAU004_02304.fasta	
	EFAU004_02307		2342158	603	methyltransferase domain protein	158	EFAU004_02307.fasta	
	EFAU004_02308		2342864	570	signal peptidase I	137	EFAU004_02308.fasta	
	EFAU004_02309		2343663	768	hypothetical protein	134	EFAU004_02309.fasta	
	EFAU004_02310		2344427	480	hypothetical protein	102	EFAU004_02310.fasta	
	EFAU004_02311		2345031	738	hypothetical protein	210	EFAU004_02311.fasta	
	EFAU004_02312		2345929	1401	cation transporter	309	EFAU004_02312.fasta	
	EFAU004_02313		2347552	1353	Mur ligase middle domain-containing protein	247	EFAU004_02313.fasta	
	EFAU004_02315	mtlD	2349657	1152	Mannitol-1-phosphate 5-dehydrogenase	262	EFAU004_02315.fasta	
	EFAU004_02316	mtlF	2350821	438	PTS system mannitol-specific transporter subunit IIA	122	EFAU004_02316.fasta	
	EFAU004_02317		2351273	1767	PTS system, mannitol-specific IICBA component	366	EFAU004_02317.fasta	
	EFAU004_02318		2353303	678	ABC transporter ATP-binding protein	190	EFAU004_02318.fasta	
	EFAU004_02320		2355310	441	PTS system mannitol-specific transporter subunit IIA	140	EFAU004_02320.fasta	
	EFAU004_02321		2355761	2034	transcriptional antiterminator bglG	422	EFAU004_02321.fasta	
	EFAU004_02323		2359593	951	mannose-6-phosphate isomerase	193	EFAU004_02323.fasta	
	EFAU004_02324		2360582	1026	Beta-lactamase	241	EFAU004_02324.fasta	
	EFAU004_02325		2361816	870	glyoxalase family protein	211	EFAU004_02325.fasta	
	EFAU004_02326		2363389	1893	ABC transporter ATP-binding protein/permease	353	EFAU004_02326.fasta	
	EFAU004_02327		2365278	1728	ABC transporter ATP-binding protein/permease	293	EFAU004_02327.fasta	
	EFAU004_02328		2367021	651	TetR family transcriptional regulator	187	EFAU004_02328.fasta	
	EFAU004_02329		2367875	297	rhodanese-like domain-containing protein	103	EFAU004_02329.fasta	
	EFAU004_02330		2368363	621	azoreductase	193	EFAU004_02330.fasta	
	EFAU004_02331		2369075	1167	permease	222	EFAU004_02331.fasta	
	EFAU004_02332		2370253	354	PTS system glucitol/sorbitol-specific transporter subunit IIA	83	EFAU004_02332.fasta	
	EFAU004_02333		2370734	1023	3-carboxymuconate cyclase	228	EFAU004_02333.fasta	
	EFAU004_02334		2371775	162	hypothetical protein	43	EFAU004_02334.fasta	
	EFAU004_02335		2372195	435	hypothetical protein	128	EFAU004_02335.fasta	
	EFAU004_02336		2372739	1860	arylsulfatase	383	EFAU004_02336.fasta	
	EFAU004_02339	araA2	2376182	1425	L-arabinose isomerase	247	EFAU004_02339.fasta	
	EFAU004_02341		2378277	1662	carbohydrate kinase, FGGY family protein	337	EFAU004_02341.fasta	
	EFAU004_02343		2381808	1080	GntR family transcriptional regulator	264	EFAU004_02343.fasta	
	EFAU004_02351		2390970	891	ArsR family transcriptional regulator	238	EFAU004_02351.fasta	
	EFAU004_02352	nadE	2391933	825	NH(3)-dependent NAD(+) synthetase	157	EFAU004_02352.fasta	
	EFAU004_02353		2392769	1473	Nicotinate phosphoribosyltransferase	232	EFAU004_02353.fasta	
	EFAU004_02354		2394878	363	hypothetical protein	92	EFAU004_02354.fasta	
	EFAU004_02355		2395463	753	MerR family transcriptional regulator	218	EFAU004_02355.fasta	
	EFAU004_02356		2396355	924	LacI family transcriptional regulator	216	EFAU004_02356.fasta	
	EFAU004_02357		2397293	273	hypothetical protein	85	EFAU004_02357.fasta	
	EFAU004_02417	groL	2434942	1626	chaperonin GroL	264	EFAU004_02417.fasta	
	EFAU004_02418	groS	2436618	285	chaperonin GroS	107	EFAU004_02418.fasta	
	EFAU004_02419		2437127	663	CAAX amino terminal protease	191	EFAU004_02419.fasta	
	EFAU004_02420		2437865	1293	PTS system, lactose/cellobiose IIC component	340	EFAU004_02420.fasta	
	EFAU004_02421		2439327	630	NADH-flavin reductase	131	EFAU004_02421.fasta	
	EFAU004_02422	yycJ	2440059	810	metallo-beta-lactamase YycJ	164	EFAU004_02422.fasta	
	EFAU004_02423		2440923	870	hypothetical protein	227	EFAU004_02423.fasta	
	EFAU004_02424		2441793	1317	hypothetical protein	267	EFAU004_02424.fasta	
	EFAU004_02425		2443106	1836	PAS domain sensory box histidine kinase	375	EFAU004_02425.fasta	
	EFAU004_02426		2444946	705	DNA-binding response regulator	121	EFAU004_02426.fasta	
	EFAU004_02427		2445840	861	EDD domain-containing protein, DegV family	234	EFAU004_02427.fasta	
	EFAU004_02433		2449990	1728	Substrate binding domain of ABC-type glycine betaine transport system	295	EFAU004_02433.fasta	
	EFAU004_02435		2453090	645	GntR family transcriptional regulator	138	EFAU004_02435.fasta	
	EFAU004_02436		2453828	135	hypothetical protein	51	EFAU004_02436.fasta	
	EFAU004_02437		2453964	2133	ferrous iron transport protein B	403	EFAU004_02437.fasta	
	EFAU004_02438		2456093	474	ferrous iron transport protein A	115	EFAU004_02438.fasta	
	EFAU004_02439		2456967	225	glutaredoxin	53	EFAU004_02439.fasta	
	EFAU004_02440		2457350	2160	ribonucleoside-diphosphate reductase subunit alpha	300	EFAU004_02440.fasta	
	EFAU004_02441		2459559	966	ribonucleotide-diphosphate reductase, beta subunit	147	EFAU004_02441.fasta	
	EFAU004_02442		2460613	1140	pheromone autoinducer 2 transporter	261	EFAU004_02442.fasta	
	EFAU004_02443		2462061	714	MgtC family protein	131	EFAU004_02443.fasta	
	EFAU004_02444	nagB	2463028	702	glucosamine-6-phosphate deaminase	138	EFAU004_02444.fasta	
	EFAU004_02449	rplL	2468813	369	50S ribosomal protein L7/L12	76	EFAU004_02449.fasta	
	EFAU004_02450	rplJ	2469234	504	50S ribosomal protein L10	124	EFAU004_02450.fasta	
	EFAU004_02451	rplA	2470147	690	50S ribosomal protein L1	161	EFAU004_02451.fasta	
	EFAU004_02452	rplK	2470940	423	50S ribosomal protein L11	104	EFAU004_02452.fasta	
	EFAU004_02453		2471705	669	L-serine dehydratase, iron-sulfur-dependent subunit beta	178	EFAU004_02453.fasta	
	EFAU004_02454		2472386	873	L-serine dehydratase, iron-sulfur-dependent subunit alpha	193	EFAU004_02454.fasta	
	EFAU004_02455		2473349	1020	L-lactate oxidase	256	EFAU004_02455.fasta	
	EFAU004_02456		2474541	888	hypothetical protein	243	EFAU004_02456.fasta	
	EFAU004_02457	nusG	2475505	546	transcription termination/antitermination factor NusG	98	EFAU004_02457.fasta	
	EFAU004_02458		2476151	171	Preprotein translocase subunit SecE	40	EFAU004_02458.fasta	
	EFAU004_02459	rpmG2	2476345	153	50S ribosomal protein L33	42	EFAU004_02459.fasta	
	EFAU004_02470		2487643	660	phosphoglycerate mutase family protein	163	EFAU004_02470.fasta	
	EFAU004_02471		2488351	504	TrmH family RNA methyltransferase	95	EFAU004_02471.fasta	
	EFAU004_02472		2489075	867	methyltransferase domain protein	231	EFAU004_02472.fasta	
	EFAU004_02475		2492132	900	ribosomal large subunit pseudouridine synthase	208	EFAU004_02475.fasta	
	EFAU004_02476	ppnK	2493033	798	inorganic polyphosphate/ATP-NAD kinase	141	EFAU004_02476.fasta	
	EFAU004_02478		2494643	576	adenylate cyclase	157	EFAU004_02478.fasta	
	EFAU004_02479		2495336	678	dithiol-disulfide isomerase	166	EFAU004_02479.fasta	
	EFAU004_02482		2497604	1809	oligoendopeptidase F	315	EFAU004_02482.fasta	
	EFAU004_02484		2500812	654	MecA negative regulator of genetic competence	154	EFAU004_02484.fasta	
	EFAU004_02485	spxA	2501797	399	transcriptional regulator Spx	121	EFAU004_02485.fasta	
	EFAU004_02486		2502960	708	HAD superfamily hydrolase	193	EFAU004_02486.fasta	
	EFAU004_02487		2503813	3195	Snf2 family protein	480	EFAU004_02487.fasta	
	EFAU004_02488	sbcC	2507026	3129	exonuclease SbcC	490	EFAU004_02488.fasta	
	EFAU004_02489	sbcD	2510161	1122	exonuclease SbcD	281	EFAU004_02489.fasta	
	EFAU004_02490		2511474	624	acyltransferase	128	EFAU004_02490.fasta	
	EFAU004_02491		2512226	735	methyltransferase small domain-containing protein	150	EFAU004_02491.fasta	
	EFAU004_02494		2515458	876	hypothetical protein	185	EFAU004_02494.fasta	
	EFAU004_02495	aspS	2516442	1770	aspartyl-tRNA synthetase	313	EFAU004_02495.fasta	
	EFAU004_02496	hisS	2518226	1293	histidyl-tRNA synthetase	219	EFAU004_02496.fasta	
	EFAU004_02497		2519912	948	oxidoreductase, aldo/keto reductase family protein	222	EFAU004_02497.fasta	
	EFAU004_02498		2520948	1260	Cytochrome P450	266	EFAU004_02498.fasta	
	EFAU004_02499	dtd	2522378	447	D-tyrosyl-tRNA(Tyr) deacylase	122	EFAU004_02499.fasta	
	EFAU004_02500	relA	2522835	2214	GTP diphosphokinase	385	EFAU004_02500.fasta	
	EFAU004_02501	rsmE	2525281	765	16S ribosomal RNA methyltransferase RsmE	187	EFAU004_02501.fasta	
	EFAU004_02502	prmA	2526046	948	50S ribosomal protein L11 methyltransferase	212	EFAU004_02502.fasta	
	EFAU004_02504		2527460	672	DNA-3-methyladenine glycosylase	202	EFAU004_02504.fasta	
	EFAU004_02505	rarA	2528269	1287	recombination factor protein RarA	244	EFAU004_02505.fasta	
	EFAU004_02506		2529899	285	hypothetical protein	95	EFAU004_02506.fasta	
	EFAU004_02510	ackA	2533699	1185	acetate kinase	173	EFAU004_02510.fasta	
	EFAU004_02511		2534908	1008	adenine-specific methyltransferase	215	EFAU004_02511.fasta	
	EFAU004_02513		2536418	426	Competence protein ComGF	137	EFAU004_02513.fasta	
	EFAU004_02517		2537845	1050	type II secretion system F domain protein	231	EFAU004_02517.fasta	
	EFAU004_02519		2539912	1755	adenine deaminase	327	EFAU004_02519.fasta	
	EFAU004_02520	trmB	2541764	663	tRNA (guanine-N(7)-)-methyltransferase	132	EFAU004_02520.fasta	
	EFAU004_02521		2542496	783	Phosphotransferase	114	EFAU004_02521.fasta	
	EFAU004_02522	ecsB	2543482	1212	Bacterial ABC transporter protein EcsB	271	EFAU004_02522.fasta	
	EFAU004_02524		2545561	435	histidine triad protein	103	EFAU004_02524.fasta	
	EFAU004_02528		2548519	2721	hypothetical protein	421	EFAU004_02528.fasta	
	EFAU004_02529		2551236	1221	Ser/Thr protein phosphatase family protein	251	EFAU004_02529.fasta	
	EFAU004_02532		2559561	1311	polygalacturonase	357	EFAU004_02532.fasta	
	EFAU004_02552		2585163	342	hypothetical protein	62	EFAU004_02552.fasta	
	EFAU004_02553		2585572	2172	penicillin-binding protein	425	EFAU004_02553.fasta	
	EFAU004_02554		2587954	858	23S rRNA pseudouridine synthase D	191	EFAU004_02554.fasta	
	EFAU004_02556		2589724	2703	glycosyl hydrolase family 38 protein	373	EFAU004_02556.fasta	
	EFAU004_02557		2592439	1290	hypothetical protein	282	EFAU004_02557.fasta	
	EFAU004_02558		2593878	1047	GntR family transcriptional regulator	231	EFAU004_02558.fasta	
	EFAU004_02559		2594926	2154	alpha-1,2-mannosidase	344	EFAU004_02559.fasta	
	EFAU004_02560		2597552	1446	AraC family transcriptional regulator	352	EFAU004_02560.fasta	
	EFAU004_02561		2599000	1725	sensor histidine kinase	389	EFAU004_02561.fasta	
	EFAU004_02563		2601676	1458	extracellular solute-binding protein	285	EFAU004_02563.fasta	
	EFAU004_02564		2603174	921	ABC transporter permease	210	EFAU004_02564.fasta	
	EFAU004_02565		2604106	948	ABC transporter permease	208	EFAU004_02565.fasta	
	EFAU004_02566		2605532	720	16S rRNA pseudouridylate synthase A	163	EFAU004_02566.fasta	
	EFAU004_02567		2606300	1647	polysaccharide biosynthesis family protein	315	EFAU004_02567.fasta	
	EFAU004_02569		2608807	1506	UDP-N-acetylmuramoylalanyl-D-glutamate--L- lysine ligase	270	EFAU004_02569.fasta	
	EFAU004_02571		2611748	519	hypothetical protein	159	EFAU004_02571.fasta	
	EFAU004_02572		2612282	327	PTS system, cellobiose-specific IIA componenent	68	EFAU004_02572.fasta	
	EFAU004_02574		2614621	315	PTS system cellobiose-specific transporter subunit IIB	90	EFAU004_02574.fasta	
	EFAU004_02583	leuS	2629910	2415	leucyl-tRNA synthetase	376	EFAU004_02583.fasta	
	EFAU004_02585		2635139	657	PAP2 family protein	248	EFAU004_02585.fasta	
	EFAU004_02586		2635795	957	radical SAM protein family	227	EFAU004_02586.fasta	
	EFAU004_02588		2637522	1770	ABC transporter ATP-binding protein	278	EFAU004_02588.fasta	
	EFAU004_02589		2639294	1713	ABC transporter ATP-binding protein	315	EFAU004_02589.fasta	
	EFAU004_02591		2641856	789	esterase	196	EFAU004_02591.fasta	
	EFAU004_02592		2642727	1473	major facilitator superfamily transporter	269	EFAU004_02592.fasta	
	EFAU004_02593	metK	2644329	1194	S-adenosylmethionine synthetase	227	EFAU004_02593.fasta	
	EFAU004_02596	lysS	2651897	1497	lysyl-tRNA synthetase	240	EFAU004_02596.fasta	
	EFAU004_02597		2653504	1005	tRNA-dihydrouridine synthase	224	EFAU004_02597.fasta	
	EFAU004_02598	hslO	2654509	888	chaperonin HslO	152	EFAU004_02598.fasta	
	EFAU004_02599	hflB	2655613	2112	ATP-dependent metalloprotease	340	EFAU004_02599.fasta	
	EFAU004_02600	hpt	2657814	546	Hypoxanthine-guanine phosphoribosyltransferase	90	EFAU004_02600.fasta	
	EFAU004_02601		2658359	1455	tRNA(Ile)-lysidine synthase	327	EFAU004_02601.fasta	
	EFAU004_02602		2659924	471	S1 RNA binding domain-containing protein	107	EFAU004_02602.fasta	
	EFAU004_02603		2660440	426	septum formation initiator	85	EFAU004_02603.fasta	
	EFAU004_02604		2660932	270	S4 RNA-binding domain-containing protein	89	EFAU004_02604.fasta	
	EFAU004_02605		2661212	1596	polysaccharide biosynthesis family protein	350	EFAU004_02605.fasta	
	EFAU004_02606		2662822	3522	transcription-repair coupling factor	522	EFAU004_02606.fasta	
	EFAU004_02607		2666360	561	Peptidyl-tRNA hydrolase	171	EFAU004_02607.fasta	
	EFAU004_02608	ldh1	2667273	975	L-lactate dehydrogenase	182	EFAU004_02608.fasta	
	EFAU004_02609		2668417	1401	ErfK/YbiS/YcfS/YnhG family protein	267	EFAU004_02609.fasta	
	EFAU004_02610		2669895	723	hypothetical protein	191	EFAU004_02610.fasta	
	EFAU004_02611		2670696	507	integral membrane protein	142	EFAU004_02611.fasta	
	EFAU004_02612		2671325	1800	oligoendopeptidase, PepF/M3 family	348	EFAU004_02612.fasta	
	EFAU004_02615		2676507	639	thiamin pyrophosphokinase family protein	130	EFAU004_02615.fasta	
	EFAU004_02616		2677146	651	Ribulose-phosphate 3-epimerase	124	EFAU004_02616.fasta	
	EFAU004_02617	rsgA	2677809	900	Putative ribosome biogenesis GTPase RsgA	240	EFAU004_02617.fasta	
	EFAU004_02618		2678873	2070	serine/threonine-protein kinase	400	EFAU004_02618.fasta	
	EFAU004_02619		2680939	741	serine/threonine phosphatase	138	EFAU004_02619.fasta	
	EFAU004_02620		2681692	1359	Ribosomal RNA small subunit methyltransferase B	293	EFAU004_02620.fasta	
	EFAU004_02621	fmt	2683050	939	Methionyl-tRNA formyltransferase	234	EFAU004_02621.fasta	
	EFAU004_02623		2684487	2409	Primosomal protein N'	399	EFAU004_02623.fasta	
	EFAU004_02624	rpoZ	2687148	306	DNA-directed RNA polymerase subunit omega	66	EFAU004_02624.fasta	
	EFAU004_02625	gmk	2687458	615	guanylate kinase	122	EFAU004_02625.fasta	
	EFAU004_02626		2688559	285	hypothetical protein	63	EFAU004_02626.fasta	
	EFAU004_02627		2688861	891	hypothetical protein	212	EFAU004_02627.fasta	
	EFAU004_02632	prs1	2693522	972	Ribose-phosphate pyrophosphokinase 1	183	EFAU004_02632.fasta	
	EFAU004_02633	glmU	2694587	1374	bifunctional N-acetylglucosamine-1-phosphate / uridyltransferase/glucosamine-1-phosphate acetyltransferase	233	EFAU004_02633.fasta	
	EFAU004_02634		2696463	819	pur operon repressor	146	EFAU004_02634.fasta	
	EFAU004_02635		2697448	825	ABC transporter permease	155	EFAU004_02635.fasta	
	EFAU004_02637		2698948	939	periplasmic solute binding family protein	208	EFAU004_02637.fasta	
	EFAU004_02638	ispE	2700131	846	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	149	EFAU004_02638.fasta	
	EFAU004_02639		2701136	2574	hypothetical protein	414	EFAU004_02639.fasta	
	EFAU004_02640		2703850	807	delta 1-pyrroline-5-carboxylate reductase	176	EFAU004_02640.fasta	
	EFAU004_02641	rny	2704735	1557	2',3'-cyclic-nucleotide 2'-phosphodiesterase	272	EFAU004_02641.fasta	
	EFAU004_02642	recA	2706702	1050	DNA recombination protein RecA	210	EFAU004_02642.fasta	
	EFAU004_02643		2707860	1242	competence/damage-inducible protein CinA protein	267	EFAU004_02643.fasta	
	EFAU004_02644		2709341	579	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	111	EFAU004_02644.fasta	
	EFAU004_02645		2710128	885	hypothetical protein	153	EFAU004_02645.fasta	
	EFAU004_02646		2711790	1287	peptidase M16 inactive domain protein	238	EFAU004_02646.fasta	
	EFAU004_02648		2714589	462	large conductance mechanosensitive channel protein	95	EFAU004_02648.fasta	
	EFAU004_02649		2715109	447	GNAT family acetyltransferase	114	EFAU004_02649.fasta	
	EFAU004_02650		2715648	246	veg family protein	54	EFAU004_02650.fasta	
	EFAU004_02651		2716007	579	RNA polymerase sigma-70 factor family protein	229	EFAU004_02651.fasta	
	EFAU004_02652		2716662	531	putative RNA-binding protein containing a PIN domain	173	EFAU004_02652.fasta	
	EFAU004_02653		2717196	861	trmH family tRNA/rRNA methyltransferase	198	EFAU004_02653.fasta	
	EFAU004_02655	cysS	2718441	1413	cysteinyl-tRNA synthetase	273	EFAU004_02655.fasta	
	EFAU004_02656		2719850	537	Serine O-acetyltransferase	137	EFAU004_02656.fasta	
	EFAU004_02657	gltX	2720708	1461	glutamyl-tRNA synthetase	303	EFAU004_02657.fasta	
	EFAU004_02658		2722338	1158	Integral membrane protein	214	EFAU004_02658.fasta	
	EFAU004_02659	radA	2723529	1371	DNA repair protein RadA	251	EFAU004_02659.fasta	
	EFAU004_02660		2724962	528	deoxyuridine 5'-triphosphate nucleotidohydrolase	160	EFAU004_02660.fasta	
	EFAU004_02662	proB	2727501	807	glutamate 5-kinase	141	EFAU004_02662.fasta	
	EFAU004_02663	proA	2728304	1248	gamma-glutamyl phosphate reductase	220	EFAU004_02663.fasta	
	EFAU004_02664		2729627	345	hypothetical protein	121	EFAU004_02664.fasta	
	EFAU004_02665		2730088	327	hypothetical protein	98	EFAU004_02665.fasta	
	EFAU004_02689	dus2	2753253	984	tRNA-dihydrouridine synthase	234	EFAU004_02689.fasta	
	EFAU004_02691	yadG	2755415	936	ABC transporter ATP-binding protein	169	EFAU004_02691.fasta	
	EFAU004_02693		2756944	1650	DNA mismatch repair protein	231	EFAU004_02693.fasta	
	EFAU004_02814	rpsI	2881444	393	30S ribosomal protein S9	157	EFAU004_02814.fasta	
	EFAU004_02815	rplM	2881852	444	50S ribosomal protein L13	60	EFAU004_02815.fasta	
	EFAU004_02816		2882814	468	DNA protection during starvation protein 1	83	EFAU004_02816.fasta	
	EFAU004_02817		2883401	1539	gluconate kinase	296	EFAU004_02817.fasta	
	EFAU004_02818		2885019	687	bacterial Peptidase A24 protein	199	EFAU004_02818.fasta	
	EFAU004_02819		2885906	528	Peptide methionine sulfoxide reductase msrA	132	EFAU004_02819.fasta	
	EFAU004_02831	rpoC	2900137	3654	DNA-directed RNA polymerase subunit beta'	484	EFAU004_02831.fasta	
	EFAU004_02832	rpoB	2903869	3618	DNA-directed RNA polymerase subunit beta	560	EFAU004_02832.fasta	
	EFAU004_02833		2908214	969	ABC transporter substrate-binding protein	247	EFAU004_02833.fasta	
	EFAU004_02834		2909200	906	amino acid or sugar ABC transport system, permease protein	229	EFAU004_02834.fasta	
	EFAU004_02835		2910102	807	ABC transporter ATP-binding protein	218	EFAU004_02835.fasta	
	EFAU004_02836		2911065	969	biotin-[acetyl-CoA-carboxylase] ligase	214	EFAU004_02836.fasta	
	EFAU004_02846		2924025	1347	Glutathione reductase	262	EFAU004_02846.fasta	
	EFAU004_02847		2925505	1251	peptidase, U32 family	240	EFAU004_02847.fasta	
	EFAU004_02848		2926764	924	peptidase, U32 family	247	EFAU004_02848.fasta	
	EFAU004_02849		2927908	2493	negative regulator of genetic competence ClpC/MecB	392	EFAU004_02849.fasta	
	EFAU004_02850		2930407	468	firmicute transcriptional repressor of class III stress	101	EFAU004_02850.fasta	
	EFAU004_02853		2938389	1209	histidine kinase	292	EFAU004_02853.fasta	
	EFAU004_02854	serS2	2939891	1272	seryl-tRNA synthetase	228	EFAU004_02854.fasta	
	EFAU004_02855	guaB	2941711	1485	Inosine-5'-monophosphate dehydrogenase	253	EFAU004_02855.fasta	
	EFAU004_02856		2943700	696	hypothetical protein	147	EFAU004_02856.fasta	
	EFAU004_02858		2945807	891	ParB family chromosome partitioning protein	211	EFAU004_02858.fasta	
	EFAU004_02860	rsmG	2947463	714	Ribosomal RNA small subunit methyltransferase G	195	EFAU004_02860.fasta	
	EFAU004_02862	mnmE	2950326	1398	tRNA modification GTPase MnmE	247	EFAU004_02862.fasta	
	EFAU004_02863		2952067	339	hypothetical protein	79	EFAU004_02863.fasta	
	EFAU004_02864		2952573	759	r3H domain protein	143	EFAU004_02864.fasta	
	EFAU004_02865	oxaA	2953349	819	putative stage III sporulation protein J	118	EFAU004_02865.fasta	
	EFAU004_02866	rnpA	2954164	357	Ribonuclease P protein component	105	EFAU004_02866.fasta	
	EFAU004_02867		2954638	135	50S ribosomal protein L34	33	EFAU004_02867.fasta	
