Gene	Total_alleles	Valid_alleles	Number_representatives
GCF-000807395-protein1178	13	13	1
GCF-000807395-protein1182	14	14	1
GCF-000807395-protein119	15	15	1
GCF-000807395-protein1199	14	14	1
GCF-000807395-protein1235	13	13	1
GCF-000807395-protein1260	13	13	1
GCF-000807395-protein1268	13	13	1
GCF-000807395-protein1275	6	6	1
GCF-000807395-protein1283	17	17	1
GCF-000807395-protein1300	14	14	1
GCF-000807395-protein1330	14	14	1
GCF-000807395-protein1340	13	13	1
GCF-000807395-protein1347	16	16	1
GCF-000807395-protein1365	15	15	1
GCF-000807395-protein1378	15	15	1
GCF-000807395-protein1393	13	13	1
GCF-000807395-protein1401	13	13	1
GCF-000807395-protein1415	15	15	1
GCF-000807395-protein1445	16	16	1
GCF-000807395-protein1466	14	14	1
GCF-000807395-protein1480	16	16	1
GCF-000807395-protein1493	15	15	1
GCF-000807395-protein168	15	15	1
GCF-000807395-protein1722	15	15	1
GCF-000807395-protein180	15	15	1
GCF-000807395-protein194	15	15	1
GCF-000807395-protein2128	16	16	1
GCF-000807395-protein221	16	16	1
GCF-000807395-protein2298	19	19	1
GCF-000807395-protein239	15	15	1
GCF-000807395-protein245	17	17	1
GCF-000807395-protein25	16	16	1
GCF-000807395-protein2541	7	7	1
GCF-000807395-protein2545	16	16	1
GCF-000807395-protein2551	15	15	1
GCF-000807395-protein2561	5	5	1
GCF-000807395-protein2578	11	11	1
GCF-000807395-protein2594	15	15	1
GCF-000807395-protein2608	15	15	1
GCF-000807395-protein2620	14	14	1
GCF-000807395-protein265	15	15	1
GCF-000807395-protein2675	13	13	1
GCF-000807395-protein2686	15	15	1
GCF-000807395-protein2693	16	16	1
GCF-000807395-protein27	16	16	1
GCF-000807395-protein2704	16	16	1
GCF-000807395-protein2725	16	16	1
GCF-000807395-protein2737	13	13	1
GCF-000807395-protein2746	15	15	1
GCF-000807395-protein2750	15	15	1
GCF-000807395-protein2769	15	15	1
GCF-000807395-protein2833	16	16	1
GCF-000807395-protein2839	14	14	1
GCF-000807395-protein2851	14	14	1
GCF-000807395-protein2888	8	8	1
GCF-000807395-protein2907	14	14	1
GCF-000807395-protein2931	13	13	1
GCF-000807395-protein2942	16	16	1
GCF-000807395-protein2950	16	16	1
GCF-000807395-protein2958	12	12	1
GCF-000807395-protein2979	10	10	1
GCF-000807395-protein2988	14	14	1
GCF-000807395-protein2997	14	14	1
GCF-000807395-protein3004	13	13	1
GCF-000807395-protein3028	14	14	1
GCF-000807395-protein3050	15	15	1
GCF-000807395-protein3097	15	15	1
GCF-000807395-protein3109	15	15	1
GCF-000807395-protein3121	16	16	1
GCF-000807395-protein3130	10	10	1
GCF-000807395-protein3144	16	16	1
GCF-000807395-protein3215	16	16	1
GCF-000807395-protein3228	13	13	1
GCF-000807395-protein3233	16	16	1
GCF-000807395-protein326	11	11	1
GCF-000807395-protein3290	12	12	1
GCF-000807395-protein3291	8	8	1
GCF-000807395-protein3297	15	15	1
GCF-000807395-protein3374	13	13	1
GCF-000807395-protein3386	15	15	1
GCF-000807395-protein3392	16	16	1
GCF-000807395-protein341	16	16	1
GCF-000807395-protein3426	13	13	1
GCF-000807395-protein3449	17	17	1
GCF-000807395-protein346	12	12	2
GCF-000807395-protein3478	13	13	1
GCF-000807395-protein3502	15	15	1
GCF-000807395-protein3512	12	12	1
GCF-000807395-protein3518	15	15	1
GCF-000807395-protein3543	10	10	1
GCF-000807395-protein3574	13	13	1
GCF-000807395-protein3584	13	13	1
GCF-000807395-protein3591	14	14	1
GCF-000807395-protein3598	16	16	1
GCF-000807395-protein3607	14	14	1
GCF-000807395-protein3617	17	17	1
GCF-000807395-protein3625	16	16	1
GCF-000807395-protein3643	12	12	1
GCF-000807395-protein3651	14	14	1
GCF-000807395-protein3655	15	15	1
GCF-000807395-protein3667	17	17	1
GCF-000807395-protein3687	16	16	1
GCF-000807395-protein3702	14	14	2
GCF-000807395-protein371	15	15	1
GCF-000807395-protein3722	15	15	1
GCF-000807395-protein3731	15	15	1
GCF-000807395-protein3740	16	16	1
GCF-000807395-protein3844	14	14	1
GCF-000807395-protein3850	13	13	1
GCF-000807395-protein3867	16	16	1
GCF-000807395-protein389	15	15	2
GCF-000807395-protein3906	16	16	1
GCF-000807395-protein3926	15	15	1
GCF-000807395-protein3941	17	17	1
GCF-000807395-protein3951	11	11	1
GCF-000807395-protein3975	13	13	1
GCF-000807395-protein3999	18	18	1
GCF-000807395-protein4012	16	16	1
GCF-000807395-protein4026	14	14	1
GCF-000807395-protein4052	13	13	1
GCF-000807395-protein4080	12	12	1
GCF-000807395-protein4113	12	12	1
GCF-000807395-protein4125	8	8	1
GCF-000807395-protein4130	14	14	1
GCF-000807395-protein4154	15	15	1
GCF-000807395-protein4168	16	16	1
GCF-000807395-protein4205	16	16	1
GCF-000807395-protein4229	12	12	1
GCF-000807395-protein4239	15	15	1
GCF-000807395-protein4256	15	15	1
GCF-000807395-protein4279	16	16	1
GCF-000807395-protein4294	11	11	1
GCF-000807395-protein4320	17	17	1
GCF-000807395-protein4337	16	16	1
GCF-000807395-protein4359	14	14	1
GCF-000807395-protein4367	16	16	1
GCF-000807395-protein4391	14	14	1
GCF-000807395-protein4407	8	8	1
GCF-000807395-protein4425	16	16	1
GCF-000807395-protein4438	14	14	1
GCF-000807395-protein4449	16	16	1
GCF-000807395-protein4455	13	13	1
GCF-000807395-protein4483	16	16	1
GCF-000807395-protein4494	16	16	1
GCF-000807395-protein4502	16	16	1
GCF-000807395-protein4516	17	17	1
GCF-000807395-protein4520	17	17	1
GCF-000807395-protein4531	17	17	1
GCF-000807395-protein4582	13	13	1
GCF-000807395-protein4587	15	15	1
GCF-000807395-protein460	12	12	1
GCF-000807395-protein4609	16	16	1
GCF-000807395-protein4629	15	15	1
GCF-000807395-protein4647	16	16	1
GCF-000807395-protein466	14	14	1
GCF-000807395-protein4676	16	16	1
GCF-000807395-protein4693	18	18	1
GCF-000807395-protein4736	17	17	1
GCF-000807395-protein4752	12	12	1
GCF-000807395-protein4787	16	16	1
GCF-000807395-protein4828	16	16	1
GCF-000807395-protein4846	17	17	1
GCF-000807395-protein4860	11	11	1
GCF-000807395-protein4875	18	18	1
GCF-000807395-protein4906	14	14	1
GCF-000807395-protein4914	16	16	1
GCF-000807395-protein493	16	16	1
GCF-000807395-protein4973	12	12	1
GCF-000807395-protein4991	11	11	1
GCF-000807395-protein501	12	12	1
GCF-000807395-protein5028	13	13	1
GCF-000807395-protein5032	16	16	1
GCF-000807395-protein536	14	14	1
GCF-000807395-protein585	9	9	1
GCF-000807395-protein604	14	14	1
GCF-000807395-protein612	15	15	1
GCF-000807395-protein622	16	16	1
GCF-000807395-protein649	17	17	1
GCF-000807395-protein670	12	12	1
GCF-000807395-protein687	14	14	1
GCF-000807395-protein70	17	17	1
GCF-000807395-protein710	15	15	1
GCF-000807395-protein777	11	11	1
GCF-000807395-protein799	16	16	1
GCF-000807395-protein83	13	13	1
GCF-000807395-protein838	16	16	1
GCF-000807395-protein841	14	14	1
GCF-000807395-protein881	10	10	1
GCF-000807395-protein911	13	13	1
GCF-000807395-protein926	12	12	1
GCF-000807395-protein942	16	16	1
GCF-000807395-protein948	15	15	1
GCF-000807395-protein956	16	16	1
GCF-000807395-protein973	14	14	1
GCF-000807395-protein983	14	14	1
GCF-000814305-protein6327	13	13	1
GCF-000814305-protein6894	19	19	1
GCF-000814305-protein7310	16	16	1
GCF-000814305-protein8713	14	14	1
GCF-000814305-protein8988	17	17	1
GCF-000814305-protein9824	20	20	1
GCF-000968155-protein225	13	13	1
GCF-000968155-protein2708	15	15	1
GCF-000968155-protein2974	16	16	1
GCF-000968155-protein3088	11	11	1
GCF-000968155-protein3220	15	15	1
GCF-000968155-protein3460	18	18	1
GCF-000968155-protein3783	16	16	1
GCF-000968155-protein4108	13	13	2
GCF-000968155-protein494	15	15	1
GCF-000968155-protein830	10	10	2
GCF-001022035-protein10019	16	16	1
GCF-001022035-protein5575	14	14	1
GCF-001022035-protein5929	7	7	1
GCF-001022035-protein5951	15	15	2
GCF-001022035-protein6017	16	16	1
GCF-001022035-protein6030	15	15	1
GCF-001022035-protein6047	15	15	1
GCF-001022035-protein6122	18	18	1
GCF-001022035-protein6146	15	15	1
GCF-001022035-protein6158	16	16	1
GCF-001022035-protein6168	15	15	1
GCF-001022035-protein6173	18	18	1
GCF-001022035-protein6186	16	16	1
GCF-001022035-protein6189	16	16	1
GCF-001022035-protein6224	18	18	1
GCF-001022035-protein6236	16	16	1
GCF-001022035-protein6244	17	17	1
GCF-001022035-protein6257	18	18	1
GCF-001022035-protein6283	18	18	1
GCF-001022035-protein6314	15	15	1
GCF-001022035-protein6322	16	16	1
GCF-001022035-protein6345	12	12	1
GCF-001022035-protein6360	18	18	1
GCF-001022035-protein6388	15	15	1
GCF-001022035-protein6397	16	16	1
GCF-001022035-protein6407	16	16	1
GCF-001022035-protein6421	14	14	1
GCF-001022035-protein6451	17	17	1
GCF-001022035-protein6456	16	16	1
GCF-001022035-protein6470	13	13	1
GCF-001022035-protein6476	17	17	1
GCF-001022035-protein6484	17	17	1
GCF-001022035-protein6488	15	15	1
GCF-001022035-protein6493	17	17	1
GCF-001022035-protein6499	17	17	1
GCF-001022035-protein6503	17	17	1
GCF-001022035-protein6528	13	13	1
GCF-001022035-protein6545	11	11	1
GCF-001022035-protein6551	16	16	1
GCF-001022035-protein6627	18	18	1
GCF-001022035-protein6666	20	20	1
GCF-001022035-protein6691	19	19	1
GCF-001022035-protein6707	17	17	1
GCF-001022035-protein6746	19	19	1
GCF-001022035-protein6778	17	17	1
GCF-001022035-protein6805	19	19	1
GCF-001022035-protein6828	20	20	1
GCF-001022035-protein6836	16	16	1
GCF-001022035-protein6843	19	19	1
GCF-001022035-protein6854	20	20	1
GCF-001022035-protein6878	22	22	1
GCF-001022035-protein6907	21	21	1
GCF-001022035-protein6924	22	22	1
GCF-001022035-protein6938	20	20	1
GCF-001022035-protein6953	9	9	1
GCF-001022035-protein6959	20	20	1
GCF-001022035-protein6977	16	16	1
GCF-001022035-protein7000	16	16	1
GCF-001022035-protein7682	14	14	1
GCF-001022035-protein8073	9	9	1
GCF-001022035-protein8626	11	11	1
GCF-001022035-protein8772	18	18	1
GCF-001022035-protein9370	15	15	1
GCF-001022035-protein9581	15	15	1
GCF-001022175-protein1001	5	5	1
GCF-001022175-protein1012	15	15	1
GCF-001022175-protein1025	14	14	1
GCF-001022175-protein105	5	5	1
GCF-001022175-protein1067	9	9	1
GCF-001022175-protein109	12	12	1
GCF-001022175-protein1100	11	11	1
GCF-001022175-protein1111	11	11	1
GCF-001022175-protein1117	9	9	1
GCF-001022175-protein1127	7	7	1
GCF-001022175-protein1136	5	5	1
GCF-001022175-protein1148	10	10	1
GCF-001022175-protein1158	8	8	1
GCF-001022175-protein117	7	7	1
GCF-001022175-protein1187	12	12	1
GCF-001022175-protein1194	4	4	1
GCF-001022175-protein1199	8	8	1
GCF-001022175-protein1200	3	3	1
GCF-001022175-protein1203	4	4	1
GCF-001022175-protein1207	8	8	1
GCF-001022175-protein1209	14	14	1
GCF-001022175-protein1232	14	14	1
GCF-001022175-protein1240	11	11	1
GCF-001022175-protein1249	4	4	1
GCF-001022175-protein1251	8	8	1
GCF-001022175-protein1258	15	15	1
GCF-001022175-protein1279	12	12	1
GCF-001022175-protein1285	8	8	1
GCF-001022175-protein1291	13	13	1
GCF-001022175-protein1313	11	11	1
GCF-001022175-protein1325	10	10	1
GCF-001022175-protein1339	9	9	1
GCF-001022175-protein1344	16	16	1
GCF-001022175-protein1358	6	6	1
GCF-001022175-protein136	6	6	1
GCF-001022175-protein1367	17	17	1
GCF-001022175-protein1414	13	13	1
GCF-001022175-protein1426	16	16	1
GCF-001022175-protein144	9	9	1
GCF-001022175-protein148	10	10	1
GCF-001022175-protein1495	16	16	1
GCF-001022175-protein1520	15	15	1
GCF-001022175-protein1533	11	11	1
GCF-001022175-protein155	12	12	1
GCF-001022175-protein1555	3	3	1
GCF-001022175-protein1562	14	14	1
GCF-001022175-protein1567	4	4	1
GCF-001022175-protein1570	4	4	1
GCF-001022175-protein1575	14	14	1
GCF-001022175-protein1594	2	2	1
GCF-001022175-protein1595	6	6	1
GCF-001022175-protein1607	13	13	1
GCF-001022175-protein1632	16	16	1
GCF-001022175-protein1648	14	14	1
GCF-001022175-protein1672	13	13	1
GCF-001022175-protein1684	15	15	1
GCF-001022175-protein1691	12	12	1
GCF-001022175-protein1697	9	9	1
GCF-001022175-protein1707	8	8	1
GCF-001022175-protein1719	10	10	1
GCF-001022175-protein175	5	5	1
GCF-001022175-protein1752	12	12	1
GCF-001022175-protein1769	13	13	1
GCF-001022175-protein1779	4	4	1
GCF-001022175-protein1782	13	13	1
GCF-001022175-protein180	6	6	1
GCF-001022175-protein1807	17	17	1
GCF-001022175-protein1820	12	12	1
GCF-001022175-protein1829	14	14	1
GCF-001022175-protein1842	16	16	1
GCF-001022175-protein1861	13	13	1
GCF-001022175-protein1865	4	4	1
GCF-001022175-protein1867	15	15	1
GCF-001022175-protein188	12	12	1
GCF-001022175-protein1887	5	5	1
GCF-001022175-protein1889	12	12	1
GCF-001022175-protein1909	2	2	1
GCF-001022175-protein1911	13	13	1
GCF-001022175-protein1917	12	12	1
GCF-001022175-protein1929	11	11	1
GCF-001022175-protein1948	11	11	1
GCF-001022175-protein1957	12	12	1
GCF-001022175-protein1965	8	8	1
GCF-001022175-protein1970	10	10	1
GCF-001022175-protein1980	16	16	1
GCF-001022175-protein1988	2	2	1
GCF-001022175-protein1990	2	2	1
GCF-001022175-protein1993	5	5	1
GCF-001022175-protein1997	14	14	1
GCF-001022175-protein200	12	12	1
GCF-001022175-protein2024	16	16	1
GCF-001022175-protein2051	10	10	1
GCF-001022175-protein2070	14	14	1
GCF-001022175-protein2120	14	14	1
GCF-001022175-protein2134	3	3	1
GCF-001022175-protein2142	8	8	1
GCF-001022175-protein2151	6	6	1
GCF-001022175-protein2164	17	17	1
GCF-001022175-protein2178	3	3	1
GCF-001022175-protein2180	15	15	1
GCF-001022175-protein2196	9	9	1
GCF-001022175-protein2207	6	6	1
GCF-001022175-protein2210	12	12	1
GCF-001022175-protein2225	12	12	1
GCF-001022175-protein2235	13	13	1
GCF-001022175-protein2238	15	15	1
GCF-001022175-protein2251	15	15	1
GCF-001022175-protein227	10	10	1
GCF-001022175-protein2278	7	7	1
GCF-001022175-protein2294	8	8	1
GCF-001022175-protein2299	9	9	1
GCF-001022175-protein2304	5	5	1
GCF-001022175-protein2322	11	11	1
GCF-001022175-protein2337	14	14	1
GCF-001022175-protein2352	16	16	1
GCF-001022175-protein2375	3	3	1
GCF-001022175-protein2379	6	6	1
GCF-001022175-protein2386	12	12	1
GCF-001022175-protein2395	9	9	1
GCF-001022175-protein2409	4	4	1
GCF-001022175-protein2411	2	2	1
GCF-001022175-protein2415	3	3	1
GCF-001022175-protein2420	1	1	1
GCF-001022175-protein2423	3	3	1
GCF-001022175-protein2427	3	3	1
GCF-001022175-protein2432	2	2	1
GCF-001022175-protein2435	4	4	1
GCF-001022175-protein2441	4	4	1
GCF-001022175-protein2453	5	5	1
GCF-001022175-protein2458	8	8	2
GCF-001022175-protein2471	16	16	1
GCF-001022175-protein2483	16	16	1
GCF-001022175-protein2494	2	2	1
GCF-001022175-protein2508	13	13	1
GCF-001022175-protein2514	5	5	1
GCF-001022175-protein2516	12	12	1
GCF-001022175-protein2525	7	7	1
GCF-001022175-protein2532	3	3	1
GCF-001022175-protein2534	3	3	1
GCF-001022175-protein2535	15	15	1
GCF-001022175-protein2546	18	18	1
GCF-001022175-protein2556	14	14	1
GCF-001022175-protein2564	8	8	1
GCF-001022175-protein2582	15	15	1
GCF-001022175-protein2591	8	8	1
GCF-001022175-protein2597	8	8	1
GCF-001022175-protein2607	14	14	1
GCF-001022175-protein2621	15	15	1
GCF-001022175-protein268	11	11	1
GCF-001022175-protein269	7	7	1
GCF-001022175-protein2699	7	7	1
GCF-001022175-protein2705	8	8	1
GCF-001022175-protein2718	3	3	1
GCF-001022175-protein2720	12	12	1
GCF-001022175-protein2739	11	11	1
GCF-001022175-protein2746	7	7	1
GCF-001022175-protein2760	2	2	1
GCF-001022175-protein2762	14	14	1
GCF-001022175-protein2779	12	12	1
GCF-001022175-protein2800	11	11	1
GCF-001022175-protein2807	16	16	1
GCF-001022175-protein2826	14	14	1
GCF-001022175-protein2843	9	9	1
GCF-001022175-protein2851	15	15	1
GCF-001022175-protein2882	13	13	1
GCF-001022175-protein2891	16	16	1
GCF-001022175-protein2912	4	4	1
GCF-001022175-protein2913	15	15	1
GCF-001022175-protein292	11	11	1
GCF-001022175-protein294	14	14	1
GCF-001022175-protein2967	9	9	1
GCF-001022175-protein2986	12	12	1
GCF-001022175-protein2993	11	11	1
GCF-001022175-protein3005	11	11	1
GCF-001022175-protein3016	8	8	1
GCF-001022175-protein3019	8	8	1
GCF-001022175-protein3032	7	7	1
GCF-001022175-protein3050	10	10	1
GCF-001022175-protein3059	5	5	1
GCF-001022175-protein3065	5	5	1
GCF-001022175-protein3068	4	4	1
GCF-001022175-protein3092	21	21	1
GCF-001022175-protein3109	7	7	1
GCF-001022175-protein3115	11	11	1
GCF-001022175-protein3141	13	13	1
GCF-001022175-protein3152	11	11	1
GCF-001022175-protein3164	8	8	1
GCF-001022175-protein3211	6	6	1
GCF-001022175-protein3215	13	13	1
GCF-001022175-protein3220	7	7	1
GCF-001022175-protein3232	10	10	1
GCF-001022175-protein3244	6	6	1
GCF-001022175-protein325	2	2	1
GCF-001022175-protein3253	12	12	1
GCF-001022175-protein3270	14	14	1
GCF-001022175-protein3292	13	13	1
GCF-001022175-protein3302	10	10	1
GCF-001022175-protein3308	13	13	1
GCF-001022175-protein337	13	13	1
GCF-001022175-protein3376	14	14	1
GCF-001022175-protein339	2	2	1
GCF-001022175-protein3396	6	6	1
GCF-001022175-protein3397	9	9	1
GCF-001022175-protein3402	8	8	1
GCF-001022175-protein3414	14	14	1
GCF-001022175-protein3427	11	11	1
GCF-001022175-protein3430	1	1	1
GCF-001022175-protein3431	14	14	1
GCF-001022175-protein3449	9	9	1
GCF-001022175-protein3451	13	13	1
GCF-001022175-protein3465	13	13	1
GCF-001022175-protein3482	6	6	1
GCF-001022175-protein3489	10	10	1
GCF-001022175-protein3497	16	16	1
GCF-001022175-protein3508	14	14	1
GCF-001022175-protein3513	6	6	1
GCF-001022175-protein3516	14	14	1
GCF-001022175-protein3534	13	13	1
GCF-001022175-protein355	8	8	1
GCF-001022175-protein356	15	15	1
GCF-001022175-protein3575	16	16	1
GCF-001022175-protein3592	13	13	1
GCF-001022175-protein3597	17	17	1
GCF-001022175-protein3612	21	21	1
GCF-001022175-protein363	16	16	1
GCF-001022175-protein3665	21	21	1
GCF-001022175-protein3738	18	18	1
GCF-001022175-protein3764	12	12	1
GCF-001022175-protein3774	8	8	1
GCF-001022175-protein3783	18	18	1
GCF-001022175-protein3801	11	11	1
GCF-001022175-protein3811	11	11	1
GCF-001022175-protein3817	8	8	1
GCF-001022175-protein3832	6	6	1
GCF-001022175-protein3836	5	5	1
GCF-001022175-protein3853	13	13	1
GCF-001022175-protein3860	4	4	1
GCF-001022175-protein3863	13	13	1
GCF-001022175-protein389	17	17	1
GCF-001022175-protein396	14	14	1
GCF-001022175-protein3991	8	8	1
GCF-001022175-protein3999	9	9	1
GCF-001022175-protein4002	7	7	1
GCF-001022175-protein4012	14	14	1
GCF-001022175-protein4025	11	11	1
GCF-001022175-protein403	15	15	1
GCF-001022175-protein4035	9	9	1
GCF-001022175-protein4047	12	12	1
GCF-001022175-protein4066	14	14	1
GCF-001022175-protein4070	5	5	1
GCF-001022175-protein412	14	14	1
GCF-001022175-protein4137	17	17	1
GCF-001022175-protein4162	15	15	1
GCF-001022175-protein42	14	14	1
GCF-001022175-protein4225	17	17	1
GCF-001022175-protein4241	7	7	1
GCF-001022175-protein4252	7	7	1
GCF-001022175-protein4255	11	11	1
GCF-001022175-protein4267	5	5	1
GCF-001022175-protein428	13	13	1
GCF-001022175-protein43	10	10	1
GCF-001022175-protein431	14	14	1
GCF-001022175-protein4381	4	4	1
GCF-001022175-protein4387	8	8	1
GCF-001022175-protein4391	5	5	1
GCF-001022175-protein441	4	4	1
GCF-001022175-protein447	11	11	1
GCF-001022175-protein4516	7	7	1
GCF-001022175-protein453	13	13	1
GCF-001022175-protein4542	11	11	1
GCF-001022175-protein458	15	15	1
GCF-001022175-protein4603	13	13	1
GCF-001022175-protein4631	11	11	1
GCF-001022175-protein4642	11	11	1
GCF-001022175-protein4653	13	13	1
GCF-001022175-protein4671	12	12	1
GCF-001022175-protein4681	15	15	1
GCF-001022175-protein4687	11	11	1
GCF-001022175-protein471	15	15	1
GCF-001022175-protein4725	8	8	1
GCF-001022175-protein4746	4	4	1
GCF-001022175-protein4750	14	14	1
GCF-001022175-protein4770	13	13	1
GCF-001022175-protein4785	9	9	1
GCF-001022175-protein482	14	14	1
GCF-001022175-protein4880	15	15	1
GCF-001022175-protein4897	11	11	1
GCF-001022175-protein4912	8	8	1
GCF-001022175-protein50	5	5	1
GCF-001022175-protein514	13	13	1
GCF-001022175-protein522	12	12	1
GCF-001022175-protein527	5	5	1
GCF-001022175-protein531	9	9	1
GCF-001022175-protein533	12	12	1
GCF-001022175-protein569	11	11	1
GCF-001022175-protein576	11	11	1
GCF-001022175-protein587	9	9	1
GCF-001022175-protein596	14	14	1
GCF-001022175-protein619	13	13	1
GCF-001022175-protein654	15	15	1
GCF-001022175-protein675	14	14	1
GCF-001022175-protein70	9	9	1
GCF-001022175-protein729	14	14	1
GCF-001022175-protein738	5	5	1
GCF-001022175-protein746	16	16	1
GCF-001022175-protein771	7	7	1
GCF-001022175-protein840	5	5	1
GCF-001022175-protein848	14	14	1
GCF-001022175-protein865	15	15	1
GCF-001022175-protein87	7	7	1
GCF-001022175-protein882	10	10	1
GCF-001022175-protein902	2	2	1
GCF-001022175-protein907	13	13	1
GCF-001022175-protein917	11	11	1
GCF-001022175-protein925	2	2	1
GCF-001022175-protein926	8	8	1
GCF-001022175-protein932	10	10	1
GCF-001022175-protein948	3	3	1
GCF-001022175-protein954	4	4	1
GCF-001022175-protein955	7	7	1
GCF-001022175-protein959	12	12	1
GCF-001022175-protein972	11	11	1
GCF-001022175-protein986	12	12	1
GCF-001022175-protein993	11	11	1
GCF-001022175-protein998	14	14	1
GCF-001022235-protein10084	17	17	1
GCF-001022235-protein10145	16	16	1
GCF-001022235-protein10204	7	7	1
GCF-001022235-protein10264	10	10	1
GCF-001022235-protein10333	13	13	1
GCF-001022235-protein10405	10	10	1
GCF-001022235-protein10473	14	14	1
GCF-001022235-protein10747	14	14	1
GCF-001022235-protein5701	9	9	1
GCF-001022235-protein5749	11	11	1
GCF-001022235-protein5931	12	12	1
GCF-001022235-protein6014	14	14	1
GCF-001022235-protein6451	17	17	1
GCF-001022235-protein6579	16	16	1
GCF-001022235-protein6661	13	13	1
GCF-001022235-protein6688	7	7	2
GCF-001022235-protein6710	15	15	1
GCF-001022235-protein6789	17	17	1
GCF-001022235-protein6804	17	17	1
GCF-001022235-protein6857	13	13	1
GCF-001022235-protein6899	7	7	1
GCF-001022235-protein6906	8	8	1
GCF-001022235-protein6929	14	14	1
GCF-001022235-protein7002	16	16	1
GCF-001022235-protein7077	16	16	1
GCF-001022235-protein7247	16	16	1
GCF-001022235-protein7473	13	13	1
GCF-001022235-protein7496	14	14	1
GCF-001022235-protein7610	15	15	1
GCF-001022235-protein7676	12	12	1
GCF-001022235-protein8026	14	14	1
GCF-001022235-protein8135	5	5	1
GCF-001022235-protein8244	15	15	1
GCF-001022235-protein8340	10	10	1
GCF-001022235-protein8450	14	14	1
GCF-001022235-protein8493	16	16	1
GCF-001022235-protein8712	10	10	1
GCF-001022235-protein8929	16	16	1
GCF-001022235-protein8986	15	15	1
GCF-001022235-protein9198	13	13	1
GCF-001022235-protein9372	14	14	1
GCF-001022235-protein9418	4	4	1
GCF-001022235-protein9574	16	16	1
GCF-001022235-protein9722	18	18	1
GCF-001022235-protein9779	17	17	1
GCF-001022235-protein9825	17	17	1
GCF-001307175-protein101	17	17	1
GCF-001307175-protein137	19	19	1
GCF-001307175-protein2065	14	14	1
GCF-001307175-protein2771	15	15	1
GCF-001307175-protein3180	15	15	1
GCF-001307175-protein35	20	20	1
GCF-001307175-protein394	4	4	1
GCF-001307175-protein400	15	15	1
GCF-001307175-protein4576	14	14	1
GCF-001307175-protein467	9	9	1
GCF-001307175-protein4938	18	18	1
GCF-001307175-protein629	12	12	1
GCF-001307175-protein701	8	8	1
GCF-001307175-protein809	9	9	1
GCF-001307175-protein912	14	14	2
GCF-001455995-protein6487	17	17	1
GCF-001455995-protein7751	9	9	1
GCF-001455995-protein8300	20	20	1
GCF-001455995-protein8665	14	14	1
GCF-001455995-protein9494	12	12	1
GCF-001456055-protein1005	16	16	1
GCF-001456055-protein1109	12	12	1
GCF-001456055-protein1127	5	5	1
GCF-001456055-protein1149	13	13	1
GCF-001456055-protein1160	8	8	1
GCF-001456055-protein1273	8	8	1
GCF-001456055-protein1388	15	15	1
GCF-001456055-protein1445	7	7	1
GCF-001456055-protein1510	12	12	1
GCF-001456055-protein1530	9	9	1
GCF-001456055-protein1638	9	9	1
GCF-001456055-protein1710	10	10	1
GCF-001456055-protein1776	6	6	1
GCF-001456055-protein1793	14	14	1
GCF-001456055-protein1858	3	3	1
GCF-001456055-protein1859	11	11	1
GCF-001456055-protein1898	10	10	1
GCF-001456055-protein1936	7	7	1
GCF-001456055-protein2055	17	17	1
GCF-001456055-protein2164	11	11	1
GCF-001456055-protein2229	13	13	1
GCF-001456055-protein2257	15	15	1
GCF-001456055-protein2324	13	13	1
GCF-001456055-protein2389	14	14	1
GCF-001456055-protein2464	11	11	1
GCF-001456055-protein2485	15	15	1
GCF-001456055-protein2577	16	16	1
GCF-001456055-protein2640	15	15	1
GCF-001456055-protein2702	10	10	1
GCF-001456055-protein2751	6	6	1
GCF-001456055-protein2801	17	17	1
GCF-001456055-protein2878	14	14	1
GCF-001456055-protein2991	13	13	1
GCF-001456055-protein3094	13	13	1
GCF-001456055-protein3238	12	12	1
GCF-001456055-protein3308	14	14	1
GCF-001456055-protein3389	5	5	1
GCF-001456055-protein3433	12	12	1
GCF-001456055-protein3523	10	10	1
GCF-001456055-protein360	9	9	1
GCF-001456055-protein3731	7	7	1
GCF-001456055-protein3738	13	13	1
GCF-001456055-protein3780	12	12	1
GCF-001456055-protein4051	13	13	1
GCF-001456055-protein4156	22	22	1
GCF-001456055-protein4277	5	5	1
GCF-001456055-protein4348	12	12	1
GCF-001456055-protein444	13	13	1
GCF-001456055-protein4508	12	12	1
GCF-001456055-protein4573	17	17	1
GCF-001456055-protein4732	9	9	1
GCF-001456055-protein4819	15	15	1
GCF-001456055-protein4871	14	14	1
GCF-001456055-protein527	13	13	1
GCF-001456055-protein744	16	16	1
GCF-001456055-protein814	13	13	1
GCF-001456055-protein928	16	16	1
GCF-001456135-protein10	10	10	1
GCF-001456135-protein1048	18	18	1
GCF-001456135-protein118	14	14	1
GCF-001456135-protein1577	13	13	1
GCF-001456135-protein1900	15	15	1
GCF-001456135-protein2097	14	14	1
GCF-001456135-protein2177	11	11	1
GCF-001456135-protein2377	16	16	1
GCF-001456135-protein2628	11	11	1
GCF-001456135-protein2780	14	14	1
GCF-001456135-protein3405	13	13	1
GCF-001456135-protein4073	8	8	1
GCF-001456135-protein4109	18	18	1
GCF-001456135-protein425	15	15	1
GCF-001456135-protein4338	15	15	1
GCF-001456135-protein4462	12	12	1
GCF-001456135-protein4703	14	14	1
GCF-001456135-protein4808	15	15	1
GCF-001456135-protein58	12	12	1
